Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-20764,731,199,3,Electronics,Electronic Games,Debit Card
B-20765,984,75,2,Furniture,Furnishings,COD
B-20765,4361,857,1,Furniture,Tables,Debit Card
B-20766,4902,918,3,Furniture,Furnishings,COD
B-20767,1127,-198,4,Clothing,Kurti,Debit Card
B-20767,1529,507,3,Clothing,Saree,UPI
B-20768,2158,1222,2,Electronics,Accessories,COD
B-20769,1872,550,4,Electronics,Printers,Debit Card
B-20770,5180,2321,1,Electronics,Printers,UPI
B-20771,111,-34,2,Clothing,Saree,COD
B-20772,2715,1043,2,Electronics,Accessories,UPI
B-20773,671,-108,4,Clothing,Hankerchief,EMI
B-20774,1016,-49,1,Clothing,Skirt,Credit Card
B-20774,3199,1886,1,Electronics,Phones,COD
B-20775,1798,754,2,Furniture,Tables,Credit Card
B-20776,4001,2281,2,Electronics,Accessories,COD
B-20776,802,-329,3,Clothing,T-shirt,UPI
B-20776,3413,1698,3,Furniture,Tables,Debit Card
B-20777,654,173,4,Electronics,Printers,COD
B-20777,595,133,5,Clothing,Stole,COD
B-20778,827,292,2,Furniture,Furnishings,COD
B-20779,2319,123,4,Furniture,Furnishings,COD
B-20779,2221,1294,5,Electronics,Phones,UPI
B-20780,2593,1392,3,Electronics,Phones,COD
B-20781,441,224,4,Clothing,Skirt,UPI
B-20782,1719,271,5,Clothing,Leggings,UPI
B-20782,3185,2043,2,Electronics,Phones,Credit Card
B-20783,768,321,4,Clothing,T-shirt,Credit Card
B-20784,276,-22,3,Clothing,Skirt,Debit Card
B-20784,1501,634,3,Clothing,Trousers,COD
B-20785,830,98,5,Clothing,Stole,Debit Card
B-20786,4211,1140,4,Furniture,Chairs,Debit Card
B-20786,3100,408,5,Furniture,Bookcases,COD
B-20787,4096,1109,5,Furniture,Furnishings,COD
B-20788,1395,818,2,Clothing,Kurti,UPI
B-20789,4102,1032,2,Electronics,Printers,Credit Card
B-20790,1495,681,3,Clothing,Hankerchief,Debit Card
B-20791,4883,2726,3,Electronics,Electronic Games,Credit Card
B-20791,840,243,2,Furniture,Bookcases,EMI
B-20792,594,-74,4,Clothing,Saree,COD
B-20793,326,114,3,Clothing,T-shirt,COD
B-20793,4339,1071,1,Electronics,Accessories,EMI
B-20793,318,111,5,Clothing,Kurti,Debit Card
B-20794,4036,389,2,Electronics,Electronic Games,Debit Card
B-20795,61,14,1,Clothing,T-shirt,Credit Card
B-20795,5341,253,4,Furniture,Furnishings,Credit Card
B-20796,3909,1582,2,Furniture,Chairs,Credit Card
B-20796,637,-2,1,Clothing,T-shirt,COD
B-20797,4355,697,1,Furniture,Furnishings,Credit Card
B-20798,1383,376,4,Electronics,Printers,EMI
B-20799,1268,27,3,Furniture,Furnishings,UPI
B-20799,17,1,1,Clothing,Trousers,COD
B-20800,1488,-535,4,Clothing,Hankerchief,Credit Card
B-20800,2910,312,1,Electronics,Electronic Games,COD
B-20800,1563,933,5,Clothing,Saree,Debit Card
B-20801,5317,391,4,Furniture,Tables,Debit Card
B-20801,1030,40,1,Furniture,Furnishings,COD
B-20802,2179,1201,5,Electronics,Accessories,COD
B-20803,2407,1236,5,Electronics,Accessories,Debit Card
B-20804,4154,373,1,Furniture,Furnishings,Debit Card
B-20805,1668,-179,3,Clothing,Hankerchief,UPI
B-20806,1586,751,2,Electronics,Electronic Games,Debit Card
B-20807,3167,1330,3,Furniture,Bookcases,UPI
B-20808,1269,640,3,Clothing,Stole,COD
B-20809,5631,2874,4,Electronics,Phones,COD
B-20809,469,-169,4,Clothing,Hankerchief,UPI
B-20810,2091,196,2,Furniture,Chairs,COD
B-20811,417,79,5,Electronics,Printers,Credit Card
B-20812,577,-75,2,Clothing,T-shirt,COD
B-20813,2099,661,1,Furniture,Furnishings,Debit Card
B-20813,475,-219,5,Clothing,Leggings,Debit Card
B-20814,361,65,1,Clothing,Leggings,UPI
B-20815,1940,544,5,Clothing,Leggings,Credit Card
B-20815,530,238,4,Clothing,Trousers,COD
B-20815,2605,1286,3,Furniture,Tables,UPI
B-20816,708,43,1,Clothing,Leggings,COD
B-20816,231,-19,3,Clothing,T-shirt,COD
B-20817,4769,2176,4,Furniture,Bookcases,UPI
B-20818,1654,102,4,Clothing,Hankerchief,Credit Card
B-20819,1297,-197,4,Clothing,Shirt,Debit Card
B-20820,881,287,3,Clothing,Skirt,UPI
B-20820,1831,687,1,Clothing,Kurti,COD
B-20821,3705,910,5,Electronics,Accessories,COD
B-20822,2061,271,2,Electronics,Printers,EMI
B-20822,451,-36,4,Clothing,Kurti,Credit Card
B-20823,3288,1684,3,Electronics,Accessories,EMI
B-20824,2111,1171,5,Electronics,Electronic Games,Credit Card
B-20824,5506,1817,4,Electronics,Printers,COD
B-20824,1380,66,1,Clothing,Stole,COD
B-20825,3217,1605,5,Electronics,Electronic Games,COD
B-20826,3197,626,3,Electronics,Electronic Games,COD
B-20827,3817,695,5,Furniture,Furnishings,UPI
B-20828,1807,479,1,Clothing,T-shirt,EMI
B-20829,251,137,3,Clothing,Hankerchief,COD
B-20830,131,-60,5,Clothing,Saree,Debit Card
B-20830,590,78,4,Electronics,Electronic Games,COD
B-20831,817,146,2,Clothing,Stole,Credit Card
B-20831,5035,121,5,Furniture,Bookcases,COD
B-20832,1662,57,2,Clothing,Leggings,UPI
B-20832,2319,226,1,Electronics,Phones,Credit Card
B-20833,1142,174,3,Furniture,Furnishings,Debit Card
B-20834,1597,485,1,Furniture,Tables,UPI
B-20834,1500,-63,1,Clothing,Skirt,COD
B-20834,4447,2549,1,Electronics,Printers,Credit Card
B-20835,1491,319,3,Clothing,Shirt,Debit Card
B-20836,5879,1456,2,Furniture,Tables,Credit Card
B-20836,3252,273,5,Furniture,Furnishings,Debit Card
B-20837,687,329,4,Clothing,Skirt,Debit Card
B-20838,2033,944,3,Furniture,Bookcases,EMI
B-20839,1540,189,1,Electronics,Phones,COD
B-20839,246,-90,4,Clothing,Leggings,Credit Card
B-20840,4935,2434,1,Electronics,Printers,UPI
B-20841,791,490,4,Clothing,Leggings,Credit Card
B-20842,2276,1378,1,Electronics,Phones,COD
B-20842,1344,-113,3,Clothing,Hankerchief,Debit Card
B-20843,1778,475,4,Clothing,Hankerchief,UPI
B-20844,220,-63,3,Clothing,Kurti,COD
B-20845,1656,-764,2,Clothing,T-shirt,Debit Card
B-20846,3175,391,2,Electronics,Accessories,UPI
B-20846,3869,341,3,Furniture,Bookcases,UPI
B-20847,3083,947,3,Electronics,Electronic Games,EMI
B-20847,1072,256,1,Furniture,Furnishings,COD
B-20848,717,412,5,Clothing,Kurti,UPI
B-20848,3165,1646,3,Electronics,Electronic Games,Credit Card
B-20848,681,13,4,Clothing,Hankerchief,COD
B-20849,1321,407,2,Electronics,Printers,COD
B-20850,5714,2114,4,Electronics,Accessories,Credit Card
B-20851,680,-256,2,Clothing,T-shirt,EMI
B-20852,3197,229,4,Electronics,Accessories,EMI
B-20853,1504,234,4,Clothing,Hankerchief,Credit Card
B-20854,3743,828,5,Electronics,Electronic Games,COD
B-20855,659,-27,5,Clothing,Saree,EMI
B-20856,1114,401,4,Electronics,Printers,UPI
B-20856,1469,-301,4,Clothing,Trousers,COD
B-20856,1302,494,2,Electronics,Phones,COD
B-20857,3768,244,1,Furniture,Tables,UPI
B-20857,1641,400,4,Clothing,Kurti,COD
B-20858,2719,456,2,Furniture,Tables,COD
B-20858,3260,1340,4,Furniture,Tables,UPI
B-20859,3741,2031,3,Electronics,Phones,Debit Card
B-20860,1943,980,3,Electronics,Printers,COD
B-20861,407,-184,4,Clothing,Leggings,UPI
B-20861,3808,1675,4,Furniture,Furnishings,Debit Card
B-20862,51,2,4,Clothing,Stole,Credit Card
B-20863,657,175,3,Furniture,Tables,UPI
B-20864,1054,252,3,Clothing,Leggings,EMI
B-20865,2386,830,1,Electronics,Accessories,UPI
B-20865,2528,147,3,Electronics,Printers,COD
B-20866,2907,1162,4,Electronics,Printers,COD
B-20867,363,214,4,Electronics,Printers,COD
B-20868,5353,660,5,Furniture,Chairs,UPI
B-20868,4939,528,5,Electronics,Electronic Games,Credit Card
B-20869,1956,454,4,Clothing,Saree,Debit Card
B-20870,1297,553,1,Furniture,Chairs,Credit Card
B-20871,1340,355,5,Furniture,Chairs,Credit Card
B-20872,262,-1,3,Clothing,Hankerchief,Credit Card
B-20873,1676,597,4,Electronics,Printers,Debit Card
B-20874,1945,169,1,Clothing,T-shirt,COD
B-20875,1848,-281,2,Clothing,T-shirt,COD
B-20875,3795,2011,3,Electronics,Accessories,EMI
B-20876,1012,65,5,Furniture,Tables,Debit Card
B-20877,1286,551,1,Clothing,Leggings,EMI
B-20878,1283,498,3,Furniture,Furnishings,Credit Card
B-20879,1899,422,2,Electronics,Electronic Games,UPI
B-20880,401,191,3,Electronics,Accessories,Debit Card
B-20881,907,-98,3,Clothing,Shirt,UPI
B-20882,1455,-285,2,Clothing,Skirt,COD
B-20883,449,106,5,Clothing,T-shirt,UPI
B-20883,3002,1781,5,Electronics,Printers,Credit Card
B-20884,3378,161,1,Furniture,Chairs,EMI
B-20885,768,-334,4,Clothing,Leggings,EMI
B-20886,2295,646,3,Furniture,Furnishings,COD
B-20887,1010,150,2,Electronics,Phones,UPI
B-20887,2659,1155,1,Furniture,Bookcases,COD
B-20888,5504,2039,5,Furniture,Bookcases,Debit Card
B-20889,1786,849,1,Furniture,Furnishings,Debit Card
B-20890,1830,417,2,Clothing,Kurti,Debit Card
B-20890,4220,602,1,Furniture,Furnishings,COD
B-20891,519,-133,4,Clothing,Shirt,Debit Card
B-20891,1068,-295,1,Clothing,Saree,Debit Card
B-20892,76,18,2,Clothing,Skirt,EMI
B-20893,4278,722,2,Electronics,Electronic Games,UPI
B-20893,167,49,4,Clothing,Kurti,EMI
B-20894,1290,547,5,Furniture,Tables,Debit Card
B-20895,1470,863,5,Clothing,T-shirt,Credit Card
B-20896,1752,176,4,Clothing,Stole,UPI
B-20897,1198,80,5,Furniture,Furnishings,COD
B-20897,857,-359,5,Clothing,Skirt,COD
B-20898,1642,-377,5,Clothing,Hankerchief,UPI
B-20899,1588,612,5,Furniture,Bookcases,Debit Card
B-20900,1992,582,5,Clothing,Shirt,Credit Card
B-20901,1834,1128,3,Electronics,Printers,COD
B-20902,1445,298,1,Electronics,Phones,COD
B-20903,769,394,2,Clothing,Leggings,COD
B-20904,4402,1011,2,Furniture,Tables,UPI
B-20905,748,208,5,Furniture,Chairs,COD
B-20905,114,-15,3,Clothing,T-shirt,COD
B-20906,1072,95,5,Furniture,Furnishings,Credit Card
B-20906,1430,680,2,Furniture,Bookcases,EMI
B-20906,1541,-644,3,Clothing,Leggings,UPI
B-20907,5748,3446,2,Electronics,Printers,UPI
B-20907,2307,1471,1,Electronics,Phones,COD
B-20907,69,8,3,Clothing,Trousers,Credit Card
B-20908,1736,378,4,Electronics,Electronic Games,COD
B-20909,4321,2090,2,Electronics,Printers,COD
B-20910,132,-19,4,Clothing,Skirt,COD
B-20911,336,172,4,Clothing,Leggings,UPI
B-20912,1494,-494,5,Clothing,Skirt,COD
B-20913,4361,2552,5,Electronics,Printers,UPI
B-20914,4233,2158,1,Electronics,Electronic Games,UPI
B-20915,1156,147,3,Furniture,Bookcases,UPI
B-20916,1205,-39,1,Clothing,Skirt,UPI
B-20916,1254,392,4,Furniture,Tables,COD
B-20917,3974,683,5,Furniture,Chairs,Debit Card
B-20918,2254,522,3,Furniture,Bookcases,UPI
B-20919,1307,204,5,Electronics,Accessories,Credit Card
B-20920,1012,-44,4,Clothing,Saree,COD
B-20920,1308,-636,2,Clothing,T-shirt,COD
B-20920,1817,678,3,Furniture,Furnishings,EMI
B-20921,1947,-515,1,Clothing,Skirt,COD
B-20922,3941,1947,3,Furniture,Chairs,Credit Card
B-20923,1514,327,5,Clothing,Skirt,Credit Card
B-20923,1234,347,4,Clothing,Skirt,UPI
B-20923,1435,-410,2,Clothing,Kurti,UPI
B-20924,4605,1132,2,Furniture,Furnishings,Credit Card
B-20925,1092,-63,3,Clothing,T-shirt,EMI
B-20926,443,-219,2,Clothing,Stole,COD
B-20926,424,-202,5,Clothing,Skirt,COD
B-20927,3336,204,1,Electronics,Accessories,COD
B-20928,3359,1641,1,Electronics,Printers,Credit Card
B-20929,2203,239,5,Electronics,Accessories,COD
B-20929,367,-119,3,Clothing,Leggings,Credit Card
B-20930,4414,377,1,Electronics,Printers,COD
B-20931,2535,298,4,Electronics,Accessories,UPI
B-20932,1258,93,2,Clothing,Leggings,UPI
B-20933,1551,704,2,Clothing,Kurti,COD
B-20933,4617,1466,4,Electronics,Printers,Credit Card
B-20934,1073,211,5,Clothing,Leggings,COD
B-20935,1145,623,4,Clothing,Kurti,Debit Card
B-20936,373,145,2,Clothing,Stole,EMI
B-20937,986,149,4,Clothing,Kurti,COD
B-20938,3387,2083,3,Electronics,Electronic Games,Debit Card
B-20938,5963,683,2,Furniture,Chairs,Debit Card
B-20939,121,18,4,Clothing,Stole,COD
B-20940,2016,557,1,Furniture,Furnishings,Credit Card
B-20940,4909,2109,4,Furniture,Furnishings,UPI
B-20941,1095,761,5,Clothing,Saree,COD
B-20942,4607,2192,5,Furniture,Furnishings,Debit Card
B-20942,3261,584,4,Electronics,Electronic Games,COD
B-20943,1449,409,1,Electronics,Phones,UPI
B-20943,4855,2261,4,Electronics,Phones,COD
B-20944,5461,400,5,Furniture,Tables,UPI
B-20945,5053,1165,4,Electronics,Printers,COD
B-20945,1994,292,4,Furniture,Furnishings,UPI
B-20946,3550,1584,5,Electronics,Printers,EMI
B-20947,2156,765,3,Electronics,Phones,Credit Card
B-20948,3852,2271,5,Electronics,Accessories,COD
B-20948,1324,604,3,Clothing,Skirt,UPI
B-20949,5349,359,5,Electronics,Phones,UPI
B-20949,1480,338,3,Clothing,Stole,COD
B-20949,484,333,3,Clothing,Stole,UPI
B-20950,1026,375,5,Clothing,T-shirt,UPI
B-20951,1458,683,3,Electronics,Printers,Debit Card
B-20952,1917,-401,1,Clothing,Stole,COD
B-20953,790,445,4,Electronics,Phones,UPI
B-20954,1568,895,4,Clothing,T-shirt,UPI
B-20954,2914,335,3,Electronics,Electronic Games,COD
B-20955,243,149,5,Clothing,Trousers,Debit Card
B-20956,1023,-91,1,Clothing,Trousers,COD
B-20957,1951,-160,5,Clothing,Saree,Debit Card
B-20958,1676,730,3,Furniture,Bookcases,EMI
B-20959,1786,225,3,Electronics,Printers,UPI
B-20959,2790,1082,2,Furniture,Tables,UPI
B-20959,1347,-535,4,Clothing,Stole,Credit Card
B-20960,2253,858,3,Electronics,Electronic Games,Credit Card
B-20961,31,-2,4,Clothing,T-shirt,Credit Card
B-20962,2009,596,1,Electronics,Accessories,UPI
B-20962,4550,2552,3,Electronics,Printers,COD
B-20963,932,459,1,Clothing,Saree,UPI
B-20963,4844,434,3,Furniture,Bookcases,EMI
B-20964,1197,266,5,Clothing,Shirt,Debit Card
B-20965,560,221,2,Furniture,Bookcases,Credit Card
B-20966,687,166,1,Electronics,Phones,Credit Card
B-20967,1526,673,1,Electronics,Electronic Games,COD
B-20968,3170,464,5,Furniture,Furnishings,COD
B-20968,1972,-949,2,Clothing,Skirt,Credit Card
B-20969,4260,227,2,Furniture,Tables,Debit Card
B-20969,1411,907,3,Clothing,Trousers,Credit Card
B-20969,602,151,4,Electronics,Accessories,COD
B-20970,1711,-92,1,Clothing,Trousers,Credit Card
B-20971,1185,315,1,Electronics,Accessories,COD
B-20971,1881,-185,4,Clothing,Kurti,EMI
B-20971,4045,1704,3,Furniture,Furnishings,COD
B-20972,5574,1524,4,Electronics,Phones,Credit Card
B-20973,1695,788,5,Clothing,Kurti,UPI
B-20974,4293,901,4,Electronics,Phones,COD
B-20975,3167,1385,1,Furniture,Bookcases,UPI
B-20976,649,197,1,Furniture,Furnishings,COD
B-20976,4572,247,3,Furniture,Tables,COD
B-20977,1125,106,5,Electronics,Electronic Games,COD
B-20977,1594,211,4,Furniture,Furnishings,COD
B-20978,2542,59,5,Furniture,Bookcases,COD
B-20978,336,-67,5,Clothing,Stole,Debit Card
B-20979,2076,1100,2,Electronics,Accessories,Credit Card
B-20979,3285,985,4,Electronics,Printers,Debit Card
B-20980,5893,2828,5,Furniture,Chairs,COD
B-20980,4856,1920,3,Electronics,Phones,Debit Card
B-20980,1119,-403,4,Clothing,Kurti,UPI
B-20981,2872,608,5,Electronics,Electronic Games,Debit Card
B-20981,933,138,5,Clothing,Stole,UPI
B-20982,5572,2589,1,Furniture,Tables,UPI
B-20982,1788,837,3,Clothing,Shirt,UPI
B-20982,1960,-286,4,Clothing,Saree,Credit Card
B-20983,521,-191,1,Clothing,Stole,COD
B-20983,1885,-120,2,Clothing,Leggings,Debit Card
B-20984,2879,1241,3,Furniture,Tables,UPI
B-20985,454,44,4,Clothing,Leggings,Credit Card
B-20986,1270,278,2,Clothing,Stole,UPI
B-20987,481,275,5,Clothing,Hankerchief,COD
B-20988,2506,892,3,Electronics,Accessories,UPI
B-20989,643,-24,2,Clothing,Saree,Credit Card
B-20990,4703,2888,3,Electronics,Phones,UPI
B-20991,1294,-336,2,Clothing,Saree,EMI
B-20992,339,50,5,Electronics,Accessories,COD
B-20993,3950,602,2,Electronics,Printers,COD
B-20994,992,413,1,Clothing,Saree,UPI
B-20994,1145,-352,2,Clothing,Leggings,EMI
B-20995,1944,1204,3,Clothing,Shirt,UPI
B-20996,1429,454,4,Clothing,Stole,EMI
B-20997,526,299,2,Electronics,Phones,UPI
B-20998,1531,129,4,Clothing,Saree,EMI
B-20999,3652,291,2,Furniture,Chairs,UPI
B-21000,4445,322,3,Electronics,Electronic Games,COD
B-21001,2870,201,2,Furniture,Bookcases,Credit Card
B-21002,349,31,4,Electronics,Phones,UPI
B-21003,2563,797,1,Furniture,Furnishings,EMI
B-21004,1415,923,2,Clothing,T-shirt,COD
B-21005,2761,632,1,Furniture,Chairs,EMI
B-21005,722,402,2,Clothing,Saree,COD
B-21006,18,6,1,Clothing,Skirt,COD
B-21007,627,198,4,Furniture,Chairs,COD
B-21008,1854,-159,3,Clothing,Skirt,Credit Card
B-21009,3177,875,2,Furniture,Tables,Credit Card
B-21010,4325,449,4,Furniture,Chairs,Credit Card
B-21010,4683,956,5,Electronics,Electronic Games,Credit Card
B-21011,1088,-361,4,Clothing,Skirt,UPI
B-21012,1689,360,1,Clothing,Trousers,Credit Card
B-21012,3455,743,3,Electronics,Phones,COD
B-21012,3393,1536,3,Electronics,Electronic Games,EMI
B-21013,1051,-420,5,Clothing,Trousers,Credit Card
B-21013,1752,605,4,Electronics,Electronic Games,COD
B-21014,379,-113,4,Clothing,T-shirt,COD
B-21014,985,143,2,Furniture,Tables,COD
B-21014,683,138,3,Clothing,Trousers,Credit Card
B-21015,1645,495,3,Electronics,Printers,COD
B-21016,1767,-439,5,Clothing,Stole,Credit Card
B-21017,1090,181,3,Electronics,Phones,UPI
B-21018,785,337,1,Electronics,Accessories,UPI
B-21019,324,19,1,Clothing,T-shirt,UPI
B-21019,1237,742,4,Electronics,Printers,COD
B-21020,1440,-374,3,Clothing,Saree,Credit Card
B-21020,1433,-96,3,Clothing,Hankerchief,Debit Card
B-21021,1341,501,5,Electronics,Accessories,UPI
B-21022,3449,1477,5,Furniture,Bookcases,Debit Card
B-21023,1895,355,3,Clothing,Stole,Debit Card
B-21024,822,357,3,Electronics,Phones,Debit Card
B-21025,4255,810,3,Furniture,Furnishings,EMI
B-21026,1382,780,3,Clothing,Shirt,Debit Card
B-21027,3641,1107,4,Electronics,Accessories,COD
B-21028,1345,573,2,Electronics,Printers,COD
B-21029,1013,-73,2,Clothing,Shirt,UPI
B-21029,369,-151,3,Clothing,Skirt,UPI
B-21030,1388,597,3,Clothing,Skirt,UPI
B-21031,5566,1246,5,Furniture,Bookcases,Debit Card
B-21032,3344,1907,2,Electronics,Printers,COD
B-21033,1912,777,2,Clothing,Kurti,Debit Card
B-21033,2103,728,3,Furniture,Furnishings,UPI
B-21034,1955,271,5,Clothing,Leggings,UPI
B-21035,1994,794,4,Clothing,Hankerchief,COD
B-21035,3901,1747,1,Furniture,Tables,Credit Card
B-21036,465,68,1,Electronics,Printers,UPI
B-21036,3276,373,1,Electronics,Phones,Debit Card
B-21037,2064,193,3,Furniture,Bookcases,Debit Card
B-21038,842,406,2,Clothing,Hankerchief,Credit Card
B-21039,2463,595,4,Electronics,Phones,COD
B-21039,663,-232,5,Clothing,Skirt,EMI
B-21039,4544,1291,1,Furniture,Furnishings,UPI
B-21040,1563,354,2,Clothing,Stole,COD
B-21040,2103,956,4,Furniture,Bookcases,COD
B-21040,3895,1219,1,Furniture,Tables,COD
B-21041,181,-82,3,Clothing,Kurti,Credit Card
B-21041,1941,225,5,Furniture,Bookcases,COD
B-21042,4880,2380,4,Electronics,Accessories,UPI
B-21043,2263,403,3,Furniture,Bookcases,COD
B-21044,4468,1850,1,Electronics,Accessories,Credit Card
B-21044,5093,1169,5,Furniture,Furnishings,Debit Card
B-21045,1371,177,1,Clothing,Kurti,Debit Card
B-21046,4903,3098,4,Electronics,Phones,COD
B-21046,5702,570,1,Electronics,Printers,COD
B-21046,3059,360,3,Electronics,Phones,Credit Card
B-21047,2026,506,2,Electronics,Accessories,COD
B-21048,3645,2287,5,Electronics,Accessories,Credit Card
B-21049,2241,119,4,Furniture,Tables,COD
B-21049,3204,1819,1,Electronics,Accessories,EMI
B-21050,1615,381,4,Clothing,Kurti,UPI
B-21050,1538,-398,1,Clothing,Skirt,EMI
B-21051,1978,906,2,Electronics,Electronic Games,Credit Card
B-21052,4789,1340,4,Electronics,Phones,UPI
B-21053,421,-81,2,Clothing,Skirt,COD
B-21053,3031,455,1,Electronics,Phones,COD
B-21053,891,-396,2,Clothing,Shirt,UPI
B-21054,224,36,3,Clothing,Shirt,COD
B-21054,3096,246,3,Furniture,Chairs,UPI
B-21055,5074,950,1,Furniture,Chairs,UPI
B-21056,1823,885,4,Furniture,Tables,Debit Card
B-21056,151,85,2,Clothing,Skirt,UPI
B-21057,2095,983,2,Electronics,Phones,COD
B-21058,30,15,2,Clothing,Leggings,COD
B-21059,5453,1177,3,Electronics,Phones,UPI
B-21060,1085,305,2,Clothing,Leggings,Credit Card
B-21060,1034,545,1,Clothing,Leggings,Credit Card
B-21060,1855,172,4,Furniture,Chairs,EMI
B-21061,84,19,4,Clothing,Shirt,COD
B-21061,5108,2418,5,Electronics,Accessories,Credit Card
B-21061,2906,1231,1,Electronics,Electronic Games,Credit Card
B-21062,749,98,3,Electronics,Accessories,Debit Card
B-21062,313,115,1,Electronics,Accessories,EMI
B-21063,3331,946,2,Furniture,Furnishings,UPI
B-21063,4333,576,1,Electronics,Electronic Games,EMI
B-21064,1826,460,4,Electronics,Printers,Credit Card
B-21065,850,139,2,Electronics,Phones,COD
B-21065,5172,1545,2,Electronics,Electronic Games,UPI
B-21066,327,-108,4,Clothing,Skirt,COD
B-21066,644,196,5,Furniture,Bookcases,COD
B-21066,4956,597,1,Electronics,Phones,EMI
B-21067,3839,1334,2,Electronics,Accessories,Credit Card
B-21068,677,-270,3,Clothing,Kurti,EMI
B-21069,439,-146,3,Clothing,Hankerchief,UPI
B-21070,2031,843,5,Furniture,Tables,Credit Card
B-21070,1462,-282,4,Clothing,Kurti,EMI
B-21071,5553,1014,2,Electronics,Printers,COD
B-21072,2710,146,4,Electronics,Accessories,COD
B-21072,2949,644,2,Electronics,Electronic Games,EMI
B-21073,4207,1881,1,Furniture,Chairs,COD
B-21073,5496,343,2,Electronics,Accessories,UPI
B-21073,1337,582,3,Furniture,Tables,COD
B-21074,1685,1035,3,Clothing,Kurti,COD
B-21074,387,229,4,Clothing,Saree,Debit Card
B-21074,2633,451,4,Electronics,Phones,Credit Card
B-21075,984,286,4,Clothing,Leggings,Credit Card
B-21075,795,170,4,Clothing,Hankerchief,UPI
B-21076,426,-100,4,Clothing,Kurti,UPI
B-21077,1947,-658,1,Clothing,Shirt,UPI
B-21078,1368,729,1,Clothing,Leggings,UPI
B-21079,5404,575,5,Electronics,Phones,EMI
B-21080,1509,736,1,Furniture,Furnishings,UPI
B-21081,1730,365,4,Furniture,Tables,Credit Card
B-21082,4939,1175,4,Electronics,Accessories,COD
B-21083,787,-327,3,Clothing,Leggings,UPI
B-21083,327,123,4,Clothing,Kurti,Credit Card
B-21084,854,190,1,Furniture,Tables,COD
B-21085,588,225,4,Clothing,Kurti,UPI
B-21085,164,-45,2,Clothing,Saree,Credit Card
B-21086,1855,-405,5,Clothing,Hankerchief,UPI
B-21087,1442,788,1,Clothing,Stole,UPI
B-21087,588,193,2,Electronics,Printers,COD
B-21087,765,293,2,Clothing,Kurti,COD
B-21088,142,-53,1,Clothing,Stole,Debit Card
B-21089,1566,610,2,Clothing,T-shirt,Credit Card
B-21089,903,145,4,Clothing,Hankerchief,EMI
B-21090,2514,522,5,Furniture,Bookcases,UPI
B-21091,3843,683,3,Furniture,Furnishings,COD
B-21092,4264,639,1,Furniture,Tables,Debit Card
B-21093,2834,1291,5,Electronics,Electronic Games,UPI
B-21094,1207,129,4,Clothing,Saree,COD
B-21094,815,142,1,Electronics,Electronic Games,Credit Card
B-21095,597,345,5,Clothing,Saree,UPI
B-21096,1214,-9,2,Clothing,T-shirt,COD
B-21097,2590,1017,3,Electronics,Accessories,COD
B-21098,3912,422,5,Electronics,Printers,COD
B-21099,294,102,3,Clothing,Trousers,Debit Card
B-21100,1634,720,1,Clothing,Saree,UPI
B-21100,1965,296,1,Furniture,Furnishings,Credit Card
B-21101,5663,2497,2,Electronics,Electronic Games,COD
B-21102,2922,992,3,Electronics,Electronic Games,COD
B-21103,1935,423,3,Furniture,Bookcases,UPI
B-21104,4675,823,3,Electronics,Phones,COD
B-21105,1271,377,3,Electronics,Electronic Games,UPI
B-21106,1371,569,2,Furniture,Furnishings,UPI
B-21107,1593,-684,2,Clothing,Saree,UPI
B-21107,1071,457,3,Clothing,Stole,UPI
B-21108,1489,620,1,Furniture,Chairs,COD
B-21108,2067,801,3,Furniture,Bookcases,COD
B-21109,1047,-318,5,Clothing,Leggings,COD
B-21110,236,122,2,Clothing,Shirt,EMI
B-21110,3569,1238,4,Electronics,Electronic Games,EMI
B-21111,4094,1503,5,Electronics,Printers,Credit Card
B-21112,1234,347,5,Furniture,Furnishings,COD
B-21112,633,62,4,Clothing,Kurti,UPI
B-21113,4185,793,1,Electronics,Phones,Debit Card
B-21114,1073,192,1,Electronics,Printers,UPI
B-21115,2764,1362,1,Electronics,Electronic Games,COD
B-21115,4945,1625,5,Electronics,Accessories,COD
B-21116,2960,882,1,Furniture,Bookcases,UPI
B-21116,863,113,5,Clothing,T-shirt,COD
B-21117,1151,484,1,Electronics,Phones,UPI
B-21118,3931,2026,4,Electronics,Electronic Games,COD
B-21119,798,257,4,Clothing,Saree,Credit Card
B-21120,5750,2802,5,Furniture,Bookcases,Credit Card
B-21121,4493,509,4,Electronics,Electronic Games,Credit Card
B-21122,2384,1401,1,Electronics,Phones,EMI
B-21122,4583,1754,2,Furniture,Tables,COD
B-21123,5825,2814,2,Furniture,Bookcases,COD
B-21124,5715,3606,5,Electronics,Electronic Games,UPI
B-21124,4208,2067,2,Electronics,Electronic Games,Debit Card
B-21124,812,254,4,Electronics,Electronic Games,Credit Card
B-21125,1678,42,1,Clothing,Kurti,UPI
B-21125,1183,-285,3,Clothing,Shirt,Credit Card
B-21126,1656,770,4,Clothing,Trousers,COD
B-21127,1223,509,2,Furniture,Furnishings,UPI
B-21127,3446,1944,3,Electronics,Phones,COD
B-21128,4248,278,4,Furniture,Furnishings,UPI
B-21129,291,-131,4,Clothing,Saree,COD
B-21129,3265,1046,5,Furniture,Chairs,COD
B-21129,4518,1459,2,Furniture,Furnishings,UPI
